"Question","Fullquestion","Var1","Freq","Numeric"
"CNP5_4","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Convenience","10",2,9
"CNP5_4","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Convenience","1",15,10
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","9",8,1
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","8",17,2
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","7",29,3
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","6",33,4
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","5",20,5
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","4",15,6
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","3",15,7
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","2",21,8
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","10",5,9
"CNP5_5","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","1",10,10
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","9",11,1
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","8",40,2
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","7",46,3
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","6",26,4
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","5",13,5
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","4",10,6
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","3",11,7
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","2",6,8
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","10",6,9
"CNP5_6","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Time","1",4,10
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","9",44,1
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","8",40,2
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","7",18,3
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","6",8,4
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","5",6,5
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","4",8,6
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","3",6,7
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","2",5,8
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","10",30,9
"CNP5_7","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","1",8,10
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","9",42,1
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","8",34,2
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","7",18,3
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","6",10,4
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","5",23,5
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","4",14,6
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","3",8,7
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","2",6,8
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","10",14,9
"CNP5_8","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","1",4,10
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","9",27,1
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","8",8,2
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","7",10,3
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","6",8,4
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","5",21,5
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","4",25,6
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","3",34,7
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","2",18,8
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","10",11,9
"CNP5_9","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","1",11,10
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","9",22,1
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","8",16,2
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","7",6,3
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","6",12,4
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","5",4,5
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","4",7,6
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","3",5,7
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","2",1,8
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","10",99,9
"CNP5_10","How much of an impact do the following have on your decision to buy vegetables?  Please rank in order of importance, with 1 being the most important to you. - Brand","1",1,10
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","9",3,1
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","8",4,2
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","7",8,3
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","6",7,4
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","5",13,5
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","4",15,6
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","3",26,7
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","2",57,8
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","10",2,9
"CNP6_1","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Taste","1",38,10
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","9",2,1
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","8",8,2
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","7",12,3
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","6",11,4
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","5",20,5
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","4",13,6
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","3",38,7
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","2",27,8
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","10",4,9
"CNP6_2","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Price","1",38,10
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","9",2,1
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","8",3,2
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","7",9,3
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","6",7,4
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","5",22,5
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","4",25,6
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","3",35,7
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","2",27,8
"CNP6_3","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","1",43,9
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","9",2,1
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","8",9,2
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","7",17,3
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","6",39,4
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","5",46,5
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","4",27,6
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","3",17,7
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","2",11,8
"CNP6_4","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Convenience","1",5,9
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","9",8,1
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","8",20,2
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","7",22,3
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","6",45,4
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","5",19,5
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","4",28,6
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","3",14,7
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","2",6,8
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","10",5,9
"CNP6_5","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Familiarity","1",6,10
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","9",21,1
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","8",42,2
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","7",55,3
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","6",20,4
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","5",9,5
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","4",4,6
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","3",6,7
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","2",5,8
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","10",5,9
"CNP6_6","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Time","1",6,10
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","9",48,1
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","8",45,2
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","7",16,3
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","6",8,4
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","5",7,5
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","4",3,6
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","3",5,7
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","2",3,8
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","10",29,9
"CNP6_7","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Availability of cooking space and/or equipment (stove, pots, pans, knives, etc.)","1",9,10
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","9",41,1
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","8",25,2
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","7",15,3
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","6",19,4
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","5",18,5
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","4",22,6
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","3",8,7
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","2",8,8
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","10",14,9
"CNP6_8","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Shelf-life of the food and/or ability to store it","1",3,10
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","9",23,1
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","8",5,2
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","7",6,3
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","6",12,4
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","5",12,5
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","4",32,6
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","3",21,7
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","2",27,8
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","10",12,9
"CNP6_9","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Child(ren) taste preferences","1",23,10
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","9",23,1
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","8",12,2
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","7",13,3
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","6",5,4
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","5",7,5
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","4",4,6
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","3",3,7
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","2",2,8
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","10",102,9
"CNP6_10","How much of an impact do the following have on your decision to buy fruits?  Please rank in order of importance, with 1 being the most important to you. - Brand","1",2,10
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","9",5,1
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","8",5,2
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","7",6,3
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","6",11,4
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","5",9,5
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","4",27,6
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","3",26,7
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","2",34,8
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","10",6,9
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","1",43,10
"CNP7_1","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Taste","",1,11
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","9",8,1
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","8",10,2
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","7",14,3
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","6",16,4
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","5",26,5
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","4",20,6
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","3",20,7
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","2",20,8
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","10",5,9
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","1",33,10
"CNP7_2","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Price","",1,11
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","9",5,1
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","8",4,2
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","7",12,3
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","6",14,4
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","5",18,5
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","4",24,6
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","3",28,7
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","2",28,8
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","10",1,9
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","1",38,10
"CNP7_3","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Health/Nutrition","",1,11
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","9",2,1
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","8",5,2
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","7",17,3
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","6",31,4
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","5",22,5
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","4",28,6
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","3",27,7
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","2",22,8
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","10",3,9
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","1",15,10
"CNP7_4","How much of an impact do the following have on your decision of what to make for meals for your family? Please rank in order of importance, with 1 being the most important to you. - Convenience","",1,11
